,tweet,class,processed_tweet
16526,"RT @MrNationWide: fake eyelashes are okay if they look natural, but some of you bitches look like you gonna take flight if you blink too fa&#8230;",1,rt fake eyelash be okay if they look natural but some of you bitch look like you go to take flight if you blink too
16527,RT @MrPOONsoaker: Foh RT @Thotcho: @MrPOONsoaker lmao 6&#8242;0 but I&#8217;m hella skinny so bitches don&#8217;t like me,1,rt foh rt lmao but hella skinny so bitch like i
16528,RT @MrPerfect_22: Most of these niggas go broke for these hoes !!,1,rt most of these niggas go break for these hoe
16529,RT @MrRichieRich_: Check ya bitch,1,rt check ya bitch
16530,RT @MrRideThruThaD: Let me tell u funky bitches bout a pimp name c. I ain't payin for no pussy and my dick ain't free,1,rt let i tell u funky bitch bout a pimp name i be not payin for no pussy and my dick be not free
16531,"RT @MrRigginss: my ""bitch stfu"" game strong asf '",1,rt my bitch stfu game strong asf
16532,RT @MrStories: I can't wait to see the new planet of the apes.,2,rt i can not wait to see the new planet of the ape
16533,RT @Mr_Dam0n: Denial is a bitch #youresilly,1,rt denial be a bitch youresilly
16534,"RT @Mr_JSmart24: I just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs, giggles, and RTs",1,rt i just do not see the point in permanently ruin the chance of hit the pussy again just for laugh giggle and rt
16535,RT @Mr_JSmart24: Its always the singles hoes who claim they aint talking or fucking nobody who mysteriously pop up pregnant,1,rt its always the single hoe who claim they be not talk or fucking nobody who mysteriously pop up pregnant
16536,RT @Mr_JSmart24: Man I would be happy as a fat bitch in Chipotle if Atlanta get Clowney&#8230;but its gone cost to go get him and I'll be happy w&#8230;,1,rt man i would be happy as a fat bitch in chipotle if atlanta get its go cost to go get he and i will be happy
16537,RT @Mr_JSmart24: So damn sick of that damn lie smfh&#8230;Skinny girls look like iphones when they jeans come off bitch stop lying!!,1,rt so damn sick of that damn lie girl look like iphone when they jean come off bitch stop lie
16538,RT @Mr_JSmart24: Twitter was fye when niggas used to go in on Trending Topics&#8230;now its just recycled tweets and hoes screaming they want loy&#8230;,1,rt twitter be fye when niggas use to go in on trend its just recycle tweet and hoe scream they want
16539,"RT @Mr_MshkL: &#1589;&#1608;&#1585;&#1577; &#1604;&#1591;&#1575;&#1574;&#1585; &#1575;&#1604;&#1603;&#1575;&#1585;&#1583;&#1610;&#1606;&#1575;&#1604; &#1575;&#1604;&#1571;&#1581;&#1605;&#1585; &#1575;&#1604;&#1605;&#1605;&#1610;&#1586;&#1548; &#1571;&#1581;&#1583; &#1588;&#1582;&#1589;&#1610;&#1575;&#1578; &#1604;&#1593;&#1576;&#1577; &#1575;&#1604;&#1591;&#1610;&#1608;&#1585; &#1575;&#1604;&#1594;&#1575;&#1590;&#1576;&#1577; angry birds &#1575;&#1604;&#1588;&#1607;&#1610;&#1585;&#1577; !
&#8226; http://t.co/0lowkClb",2,rt angry bird 8226
16540,RT @Mr_buckets5: Lol Rahshauna has hoes,1,rt lol rahshauna have hoe
16541,RT @Mryungone: &#8220;@viaNAWF I got some lightskin pussy one time and the bitch damn near had me bout to propose.&#8221; had some I had to immediately&#8230;,1,rt i get some lightskin pussy one time and the bitch damn near have i bout to have some i have to
16542,"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is.",0,rt ill break a bitch down like the pussy she be
16543,RT @MsAprylJ: Waka gone kill dat hoe lol,1,rt waka go kill dat hoe lol
16544,RT @MsJoseline: If you going to fuck on camera at least be a freak not a boring 45 year ol lady. What they got this hoe under. Granny porn?,1,rt if you go to fuck on camera at least be a freak not a boring 45 year ol lady what they get this hoe under granny porn
16545,RT @MsKeShera_: these bitches be sending shots but be missing me ian been @'d yet you cant be dissing me!,1,rt these bitch be send shot but be miss i ian be yet you can not be diss i
16546,"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x",2,rt haha oreo lol well i gota do dee video for his dance soon i can show you how to use equipment and that x
16547,RT @MsKeeKee90s: Throw it up! Like a pizza! Get stirring in that pussy like a feature &#128514;&#128514;&#128514; @t_ndyy @PamiiBabesh,1,rt throw it up like a pizza get stir in that pussy like a feature
16548,"RT @MsRock4Ever: bitch mcconnell has been a 30-year parasite and we can not afford him any longer. @VoteBlue, Vote @AlisonForKY",1,rt bitch mcconnell have be a 30 year parasite and we can not afford he any long vote
16549,RT @Ms_Lynnn_: All the money in the world couldn't get you a real bitch. #priceless,1,rt all the money in the world could not get you a real bitch priceless
16550,RT @Ms_SadaClay: Hate when bitches be havin that big gap in they boobs &#128553;&#128514; shit look ooberly childish &#128514;,1,rt hate when bitch be havin that big gap in they boob shit look ooberly childish 128514
16551,"RT @Ms_SadaClay: No thanx, I'm on a diet RT&#8220;@viaNAWF: &#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;&#8221;",1,rt no thanx i be on a diet 127850 rt i love salad anyway fuck you hoe eat a
16552,RT @Mshomicide_: i got hoes i got hella hoes&#128520;&#128111;&#128514;,1,rt i get hoe i get hella
16553,"RT @MtuPombe: Hahahaha RT @bniceloco: When her pussy better than you expected it to be http://t.co/8rFdwxCZ3g""",1,rt hahahaha rt when her pussy well than you expect it to be g
16554,RT @MurderHigashi: I cannot be worried 'bout no bitch.,1,rt i can not be worried no bitch
16555,RT @MurderSHE_smoke: &#128514;&#128514;&#128514;&#128514; RT &#8220;@c4leigh: How ghetto girls pronounce there names... I could cry right now oh my god https://t.co/ZycuodIWKz&#8221;,1,rt rt how ghetto girl pronounce there name i could cry right now oh my god
16556,RT @Murica_FuckYea: City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https://t.co/VVIT8HP40t,1,rt city bitch uggboot jellydoughnuts t
16557,RT @MvckFadden: Treat good girls like a queen and treat hoes like garbage,1,rt treat good girl like a queen and treat hoe like garbage
16558,RT @MyDadAtTheStore: If my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like,1,rt if my son ever turn out gay i m a have to get his mom and let this nigga know what a pussy feel like
16559,RT @MyDickIsCalled: My dick is called Abusive Cat Owner because it always beats the pussy up.,1,rt my dick be call abusive cat owner because it always beat the pussy up
16560,RT @MyDickIsCalled: My dick is called Batman because bitches love it when my Dark Knight rises.,1,rt my dick be call batman because bitch love it when my dark knight rise
16561,RT @MyDickIsCalled: My dick is called Cute Relationship because it's what all bitches really want.,1,rt my dick be call cute relationship because it be what all bitch really want
16562,RT @MyDickIsCalled: My dick is called Eggo because bitches never wanna leggo my Eggo.,1,rt my dick be call eggo because bitch never wanna leggo my eggo
16563,RT @MyDickIsCalled: My dick is called Eggo because bitches never want to leggo my Eggo.,1,rt my dick be call eggo because bitch never want to leggo my eggo
16564,RT @MyDickIsCalled: My dick is called Taco Bell because bitches love it in their mouths but hate it in their ass.,1,rt my dick be call taco bell because bitch love it in their mouth but hate it in their ass
16565,RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb,1,rt what lonely hoe make this
16566,RT @MyDicklsCaIled: My dick is called Nintendo Cartridge because bitches blow it before they stick it in.,1,rt my dick be call nintendo cartridge because bitch blow it before they stick it in
16567,RT @MyDicklsCaIled: My dick is called Offensive Joke because some bitches get hurt when it goes too far.,1,rt my dick be call offensive joke because some bitch get hurt when it go too far
16568,RT @MyFriendsRap: After ya girl walks in ya crib and has hoes for ya niggas. http://t.co/lE1r8tiwD1,1,rt after ya girl walk in ya crib and have hoe for ya niggas
16569,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;,0,rt you hoe need to stop dress you all kid as migos and rappers that you all fuck lil nigga just want to be a power
16570,"RT @MyGirlCanNOT: Bitches be 14, 15 acting 21&#128129;&#128129;
Throwing the pussy like they 32&#128105;
Turning up &#128070; like they 25 &#128111;&#128111;
But can't pass algebra 1?&#128557;&#128514;&#128128;&#9995;",1,rt bitch be 14 15 act throw the pussy like they turn up 128070 like they 25 but can not pass algebra
16571,RT @MyJim_AintSlim: Chris Brown reached maximum level of Icy with this hoe. http://t.co/SAhGE1wGaS,1,rt chris brown reach maximum level of icy with this hoe
16572,RT @MyNameIsArii_: boats and hoes.,1,rt boat and hoe
16573,RT @MyNiggaKushy: &#8220;@1017_Sqquad: @MyNiggaKushy it's a sleepover? Can I come robe?&#8221; Only if that bitch silk... &#128541;,1,rt it be a sleepover can i come only if that bitch silk 128541
16574,"RT @MySportsLegion: Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;",2,rt nick young say that close to worth of money watch sneaker and clothe be steal from his house last
16575,"RT @MyThoughts_0: Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox, ...",1,rt shout out to the bitch think their boyfriend be loyal because every time you check their phone it say 0 inbox
16576,RT @My_Bird_Tweets: &#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/txxidDOHd2&#8221;&#128514;&#128514;&#128514;&#128514;&#128514; aww&#8230;,1,rt two bad bitch give i head at the same dam time oldpics lol
16577,RT @Mymangot2JOBS_: @VeronicaGK bitch u been addicted to this for 2 years lmaoo,1,rt bitch u be addict to this for 2 year lmaoo
16578,RT @Mymangot2JOBS_: WHO IS SHE? Ill fight her bestie RT @VeronicaGK: Then this bitch in my class wanna copy my homework off blackboard disc&#8230;,1,rt who be she ill fight her bestie rt then this bitch in my class wanna copy my homework off blackboard
16579,"RT @Mymangot2JOBS_: When a bitch comment on my nigga pic like ""u so fine&#128571;&#128571;"" I @ em thirst buckets back and be like ""thanks&#128573;""",1,rt when a bitch comment on my nigga pic like u so i em thirst bucket back and be like
16580,RT @MzS0FiBadAzz: @j_rellz only bitch round here is the one I&#8217;m tweet&#8217;n &#128564;&#128564;&#128564;&#128564;,1,rt only bitch round here be the one
16581,RT @Mz_Eccentricity: We all need to be aware....that's there is ALOT more going on in this world than ya'll flagrant asses care to know abo&#8230;,1,rt we all need to be aware that be there be alot more go on in this world than flagrant ass care to know
16582,RT @NASAWatch: .@tweetsoutloud we found your brother Charlie out working on the dishes today #DSN50 #NASAsocial http://t.co/oNVuQnS7HT,2,rt we find your brother charlie out work on the dish today dsn50 nasasocial
16583,RT @NBCSports: THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck http://t.co/7c3ekGdoVB http://&#8230;,2,rt this just in yankees p michael pineda be eject from game after substance find on his neck
16584,"RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.",2,rt winston connect with greene on the slant across the middle for the score ball game be tie 17 17
16585,"RT @NEOMD71: Bizarre sports week in Cle.

@Browns win a game that felt like a loss,failed ex-Browns QB's duel each other, and @cavs lose ho&#8230;",2,rt bizarre sport week in cle win a game that feel like a loss fail ex browns qb duel each other and lose
16586,RT @NFLTalkRT: RT if your team is trash,2,rt rt if your team be trash
16587,RT @NFL_Memes: Buckwheat and Porky http://t.co/bo96nelS2P,2,rt buckwheat and porky
16588,"RT @NFLonFOX: Palmer to Fitzgerald - TOUCHDOWN! 

7-yard slant gives Arizona the 7-0 lead.

8 plays, 79 yds",2,rt palmer to fitzgerald touchdown 7 yard slant give arizona the 7 0 lead 8 play 79 yds
16589,"RT @NHLDevils: 2-2! Adam Henrique cleans up the trash in front of the net, tying the game for the #NJDevils with 11:06 left in regulation! &#8230;",2,rt 2 2 adam henrique clean up the trash in front of the net tie the game for the njdevil with leave in regulation 8230
16590,RT @NICKIMINAJ: U bitches could neva get him to buy all dem snacks. Fuk wit me,1,rt u bitch could neva get he to buy all dem snack fuk wit i
16591,"RT @NIGNORAMUS: Here's how your ""suggestion"" plays out @piersmorgan 

Racist: ha, those niggers stopped callin each other nigga 

The end",0,rt here be how your suggestion play out racist ha those nigger stop callin each other nigga the end
16592,RT @NOGOODNIGGER_: Stop gassing up these regular ass bitches,1,rt stop gas up these regular ass bitch
16593,RT @NRoth44: Wow the stupid nigger in LeBron really came out there,0,rt wow the stupid nigger in lebron really come out there
16594,"RT @NYRKelsMads: Almost forgot. Posing as an old brawd won't get you pussy, needle dick. Beat it. #LOLLOLLOL http://t.co/5xMvcyILuW",1,rt almost forgot pose as an old brawd will not get you pussy needle dick beat it lollollol
16595,RT @NYTMinusContext: kill whitey,0,rt kill whitey
16596,"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?",2,rt jet bills and dolphins all win how do sole possession of last place feel belichick
16597,"RT @NabilAbuAmirah: @SteveWorks4You gave themselves, when the bakers took pay cuts that killed the Twinkie. Tell the fucking truth for once&#8230;",1,rt give themselves when the baker take pay cut that kill the twinkie tell the fucking truth for
